official_service_name,official_category,cpp_listed,saa_listed,cpp_expected_depth,saa_expected_depth,canonical_location,existing_files,coverage_status,current_badges,recommended_badges,importance,terminology_status,action_required,target_path,notes
Amazon Managed Service for Prometheus,See official in-scope service list,false,true,not-applicable,awareness,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,complete,inspect inventory,SAA,awareness,current official list wording,none,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Mechanical Turk,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon MemoryDB for Redis OSS,See official in-scope service list,false,false,not-applicable,not-applicable,06-databases/amazon-elasticache/01-overview.md,06-databases/amazon-elasticache/01-overview.md,complete,inspect inventory,,awareness,current official list wording,none,06-databases/amazon-elasticache/01-overview.md,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Monitron,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Neptune,See official in-scope service list,true,true,awareness,awareness,missing,,missing,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,manual-review,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon OpenSearch Service,See official in-scope service list,true,true,awareness,awareness,14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,partial,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Personalize,See official in-scope service list,false,false,not-applicable,not-applicable,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-health-dashboard/01-overview.md,complete,inspect inventory,,awareness,current official list wording,none,12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,CPP out-of-scope=true; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Polly,See official in-scope service list,true,true,awareness,awareness,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,mention-only,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Q,See official in-scope service list,true,false,awareness,not-applicable,missing,,missing,inspect inventory,CPP;,awareness,current official list wording,audit/expand or create at target,manual-review,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Quick,See official in-scope service list,false,true,not-applicable,awareness,04-compute/amazon-ec2/07-placement-groups.md,04-compute/amazon-ec2/07-placement-groups.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md,complete,inspect inventory,SAA,awareness,current official list wording,none,04-compute/amazon-ec2/07-placement-groups.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon QuickSight,See official in-scope service list,true,false,awareness,not-applicable,15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,mention-only,inspect inventory,CPP;,awareness,current official list wording,audit/expand or create at target,15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon RDS,See official in-scope service list,true,true,fundamental,architecture-and-design,04-compute/amazon-ec2/07-placement-groups.md,04-compute/amazon-ec2/07-placement-groups.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md,complete,inspect inventory,CPP;SAA,critical-core,current official list wording,none,04-compute/amazon-ec2/07-placement-groups.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon RDS on VMware,See official in-scope service list,false,false,not-applicable,not-applicable,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,complete,inspect inventory,,awareness,current official list wording,none,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Redshift,See official in-scope service list,true,true,awareness,awareness,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md; 15-comparisons-and-decision-guides/analytics/01-emr-vs-redshift.md; 14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,complete,inspect inventory,CPP;SAA,important-supporting,current official list wording,none,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Rekognition,See official in-scope service list,true,true,awareness,awareness,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,mention-only,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Route 53,See official in-scope service list,true,true,fundamental,architecture-and-design,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,complete,inspect inventory,CPP;SAA,high,current official list wording,none,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon S3,See official in-scope service list,true,true,fundamental,architecture-and-design,missing,,missing,inspect inventory,CPP;SAA,critical-core,current official list wording,audit/expand or create at target,manual-review,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon S3 Glacier,See official in-scope service list,true,true,awareness,awareness,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md; 05-storage/amazon-s3/01-overview.md; 05-storage/amazon-s3/02-storage-classes.md,complete,inspect inventory,CPP;SAA,important-supporting,current official list wording,none,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SES,See official in-scope service list,true,false,awareness,not-applicable,04-compute/amazon-ec2/07-placement-groups.md,04-compute/amazon-ec2/07-placement-groups.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md,complete,inspect inventory,CPP;,awareness,current official list wording,none,04-compute/amazon-ec2/07-placement-groups.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SNS,See official in-scope service list,true,true,fundamental,architecture-and-design,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,complete,inspect inventory,CPP;SAA,high,current official list wording,none,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SQS,See official in-scope service list,true,true,fundamental,architecture-and-design,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,complete,inspect inventory,CPP;SAA,high,current official list wording,none,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SageMaker AI,See official in-scope service list,true,true,awareness,awareness,04-compute/amazon-ec2/02-study-guide.md,04-compute/amazon-ec2/02-study-guide.md; 12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md; 14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,complete,inspect inventory,CPP;SAA,important-supporting,current official list wording,none,04-compute/amazon-ec2/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SageMaker Canvas,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon SageMaker Ground Truth,See official in-scope service list,false,false,not-applicable,not-applicable,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md; 14-ai-ml-analytics-and-other-services/internet-of-things/aws-iot-greengrass/01-overview.md,out-of-scope,inspect inventory,,out-of-scope,current official list wording,retain/label supplementary,12-billing-pricing-and-support/aws-savings-plans/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Simple Workflow Service,See official in-scope service list,false,false,not-applicable,not-applicable,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md; 05-storage/amazon-fsx-for-lustre/01-overview.md; 04-compute/aws-batch/01-overview.md,complete,inspect inventory,,awareness,current official list wording,none,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Sumerian,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Textract,See official in-scope service list,true,true,awareness,awareness,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,mention-only,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Timestream for LiveAnalytics,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Transcribe,See official in-scope service list,true,true,awareness,awareness,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,mention-only,inspect inventory,CPP;SAA,important-supporting,current official list wording,audit/expand or create at target,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon Translate,See official in-scope service list,true,true,awareness,awareness,12-billing-pricing-and-support/aws-support/02-support-plans.md,12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/aws-billing-and-cost-management/02-study-guide.md; 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,complete,inspect inventory,CPP;SAA,important-supporting,current official list wording,none,12-billing-pricing-and-support/aws-support/02-support-plans.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon VPC,See official in-scope service list,true,true,fundamental,architecture-and-design,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 04-compute/amazon-ec2/02-study-guide.md; 13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,complete,inspect inventory,CPP;SAA,critical-core,current official list wording,none,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon VPC Lattice,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon WorkDocs,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon WorkMail,See official in-scope service list,false,false,not-applicable,not-applicable,08-serverless-and-application-integration/amazon-ses/01-overview.md,08-serverless-and-application-integration/amazon-ses/01-overview.md,out-of-scope,inspect inventory,,out-of-scope,current official list wording,retain/label supplementary,08-serverless-and-application-integration/amazon-ses/01-overview.md,CPP out-of-scope=true; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon WorkSpaces,See official in-scope service list,true,false,awareness,not-applicable,03-identity-governance-and-organizations/aws-directory-service/01-overview.md,03-identity-governance-and-organizations/aws-directory-service/01-overview.md,mention-only,inspect inventory,CPP;,awareness,current official list wording,audit/expand or create at target,03-identity-governance-and-organizations/aws-directory-service/01-overview.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Amazon WorkSpaces Secure Browser,See official in-scope service list,true,false,awareness,not-applicable,missing,,missing,inspect inventory,CPP;,awareness,current official list wording,audit/expand or create at target,manual-review,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Apache MXNet on AWS,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Elastic Load Balancing,See official in-scope service list,false,true,not-applicable,architecture-and-design,04-compute/amazon-ec2/07-placement-groups.md,04-compute/amazon-ec2/07-placement-groups.md; 08-serverless-and-application-integration/amazon-api-gateway/01-overview.md; 15-comparisons-and-decision-guides/networking/01-cloudfront-vs-global-accelerator.md,complete,inspect inventory,SAA,critical-core,current official list wording,none,04-compute/amazon-ec2/07-placement-groups.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Migration Evaluator,See official in-scope service list,true,false,awareness,not-applicable,missing,,missing,inspect inventory,CPP;,awareness,current official list wording,audit/expand or create at target,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
PyTorch on AWS,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Savings Plans,See official in-scope service list,false,true,not-applicable,awareness,12-billing-pricing-and-support/aws-support/02-support-plans.md,12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; 04-compute/amazon-ec2/02-study-guide.md,complete,inspect inventory,SAA,awareness,current official list wording,none,12-billing-pricing-and-support/aws-support/02-support-plans.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
Service Quotas,See official in-scope service list,true,false,awareness,not-applicable,12-billing-pricing-and-support/aws-support/02-support-plans.md,12-billing-pricing-and-support/aws-support/02-support-plans.md; 12-billing-pricing-and-support/aws-support/01-overview.md; 10-monitoring-management-and-deployment/service-quotas/01-overview.md,complete,inspect inventory,CPP;,awareness,current official list wording,none,12-billing-pricing-and-support/aws-support/02-support-plans.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
TensorFlow on AWS,See official in-scope service list,false,false,not-applicable,not-applicable,missing,,out-of-scope,inspect inventory,,out-of-scope,current official list wording,none,manual-review,CPP out-of-scope=false; SAA out-of-scope=true. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
VMware Cloud on AWS,See official in-scope service list,false,true,not-applicable,awareness,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md; 11-migration-and-hybrid-cloud/aws-outposts/01-overview.md,mention-only,inspect inventory,SAA,awareness,current official list wording,audit/expand or create at target,15-comparisons-and-decision-guides/migration/02-snowball-edge-vs-outposts.md,CPP out-of-scope=false; SAA out-of-scope=false. Official lists checked 2026-07-21; lists are non-exhaustive and subject to change.
